2025-11-12T22:34:47.663241 | 198.51.100.62 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=2 | mode=portal
2025-11-12T22:48:10.619388 | 198.51.100.225 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=4 | mode=lockdown
2025-11-12T22:48:10.738185 | 198.51.100.31 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=3 | mode=lockdown
2025-11-12T22:48:10.858649 | 198.51.100.136 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=2 | mode=lockdown
2025-11-12T22:48:10.979206 | 198.51.100.5 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=2 | mode=lockdown
2025-11-12T22:48:10.999618 | 198.51.100.230 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=3 | mode=lockdown
2025-11-12T22:48:11.119450 | 198.51.100.109 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=3 | mode=lockdown
2025-11-12T22:48:11.239361 | 198.51.100.160 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=3 | mode=lockdown
2025-11-12T22:48:11.360395 | 198.51.100.238 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=3 | mode=lockdown
2025-11-12T22:48:11.478707 | 198.51.100.5 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=4 | mode=lockdown
2025-11-12T22:48:11.497960 | 198.51.100.100 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=3 | mode=lockdown
2025-11-12T22:48:11.617408 | 198.51.100.158 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=4 | mode=lockdown
2025-11-12T22:48:11.736518 | 198.51.100.125 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=5 | mode=lockdown
2025-11-12T22:48:11.856554 | 198.51.100.149 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=2 | mode=lockdown
2025-11-12T22:48:11.976201 | 198.51.100.70 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=2 | mode=lockdown
2025-11-12T22:48:11.995688 | 198.51.100.126 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=3 | mode=lockdown
2025-11-12T22:48:12.115761 | 198.51.100.153 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=2 | mode=lockdown
2025-11-12T22:48:12.238035 | 198.51.100.69 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=4 | mode=lockdown
2025-11-12T22:48:12.356932 | 198.51.100.22 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=5 | mode=lockdown
2025-11-12T22:48:12.477857 | 198.51.100.86 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=4 | mode=lockdown
2025-11-12T22:48:12.497337 | 198.51.100.222 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=4 | mode=lockdown
2025-11-12T22:48:12.615821 | 198.51.100.208 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=2 | mode=lockdown
2025-11-12T22:48:12.734552 | 198.51.100.92 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=4 | mode=lockdown
2025-11-12T22:48:12.854380 | 198.51.100.143 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=3 | mode=lockdown
2025-11-12T22:48:12.982183 | 198.51.100.125 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=2 | mode=lockdown
2025-11-12T22:48:13.000490 | 198.51.100.146 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=4 | mode=lockdown
2025-11-12T22:48:13.119237 | 198.51.100.140 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=4 | mode=lockdown
2025-11-12T22:48:13.234771 | 198.51.100.134 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=4 | mode=lockdown
2025-11-12T22:48:13.349551 | 198.51.100.129 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=4 | mode=lockdown
2025-11-12T22:53:19.146832 | 198.51.100.221 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=4 | mode=portal
2025-11-12T22:53:19.182208 | 198.51.100.58 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=2 | mode=portal
2025-11-12T22:53:43.433588 | 198.51.100.189 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=4 | mode=portal
2025-11-12T22:53:43.563478 | 198.51.100.113 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=4 | mode=portal
2025-11-12T22:53:43.636148 | 198.51.100.250 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=5 | mode=shield
2025-11-12T22:53:43.751387 | 198.51.100.118 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=3 | mode=shield
2025-11-12T22:53:43.865397 | 198.51.100.6 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=2 | mode=shield
2025-11-12T22:53:43.886611 | 198.51.100.248 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=4 | mode=shield
2025-11-12T22:53:44.006520 | 198.51.100.157 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=2 | mode=shield
2025-11-12T22:53:44.125764 | 198.51.100.241 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=4 | mode=shield
2025-11-12T22:53:44.246773 | 198.51.100.226 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=2 | mode=shield
2025-11-12T22:53:44.366108 | 198.51.100.6 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=2 | mode=shield
2025-11-12T22:53:44.386319 | 198.51.100.26 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=2 | mode=shield
2025-11-12T22:53:44.505982 | 198.51.100.7 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=4 | mode=shield
2025-11-12T22:53:44.637431 | 198.51.100.92 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=2 | mode=shield
2025-11-12T22:53:44.720783 | 198.51.100.112 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=5 | mode=lockdown
2025-11-12T22:53:44.854003 | 198.51.100.124 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=2 | mode=lockdown
2025-11-12T22:53:44.902395 | 198.51.100.93 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=4 | mode=lockdown
2025-11-12T22:53:45.057023 | 198.51.100.75 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=4 | mode=lockdown
2025-11-12T22:53:45.171434 | 198.51.100.130 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=4 | mode=lockdown
2025-11-12T22:53:45.186111 | 198.51.100.77 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=3 | mode=lockdown
2025-11-12T22:53:45.301513 | 198.51.100.187 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=4 | mode=lockdown
2025-11-12T22:53:45.416453 | 198.51.100.182 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=4 | mode=lockdown
2025-11-12T22:53:45.530734 | 198.51.100.64 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=5 | mode=lockdown
2025-11-12T22:53:45.645584 | 198.51.100.39 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=3 | mode=lockdown
2025-11-12T22:53:45.760030 | 198.51.100.103 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=4 | mode=lockdown
2025-11-12T22:53:45.775026 | 198.51.100.61 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=2 | mode=lockdown
2025-11-12T22:53:45.889158 | 198.51.100.196 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=4 | mode=lockdown
2025-11-12T22:53:46.003201 | 198.51.100.238 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=3 | mode=lockdown
2025-11-12T22:53:46.117487 | 198.51.100.207 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=4 | mode=lockdown
2025-11-12T22:53:46.232291 | 198.51.100.162 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=4 | mode=lockdown
2025-11-12T22:53:46.346434 | 198.51.100.53 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=4 | mode=lockdown
2025-11-12T22:53:46.462049 | 198.51.100.185 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=5 | mode=lockdown
2025-11-12T22:53:46.576425 | 198.51.100.232 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=5 | mode=lockdown
2025-11-12T22:53:46.590719 | 198.51.100.19 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=3 | mode=lockdown
2025-11-12T22:53:46.706670 | 198.51.100.186 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=4 | mode=lockdown
2025-11-12T22:53:46.821116 | 198.51.100.60 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=4 | mode=lockdown
2025-11-12T22:53:46.936572 | 198.51.100.221 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=4 | mode=lockdown
2025-11-12T22:53:47.050446 | 198.51.100.77 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=2 | mode=lockdown
2025-11-12T22:53:47.164581 | 198.51.100.125 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=5 | mode=lockdown
2025-11-12T22:53:47.180284 | 198.51.100.244 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=3 | mode=lockdown
2025-11-12T22:53:47.296804 | 198.51.100.195 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=4 | mode=lockdown
2025-11-12T22:53:47.412025 | 198.51.100.250 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=2 | mode=lockdown
2025-11-12T22:53:47.526352 | 198.51.100.100 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=4 | mode=lockdown
2025-11-12T22:53:47.640225 | 198.51.100.21 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=4 | mode=lockdown
2025-11-12T22:53:47.754465 | 198.51.100.67 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=4 | mode=lockdown
2025-11-12T22:53:47.868646 | 198.51.100.37 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=2 | mode=lockdown
2025-11-12T22:53:47.882891 | 198.51.100.25 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=5 | mode=lockdown
2025-11-12T22:53:47.997576 | 198.51.100.129 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=3 | mode=lockdown
2025-11-12T22:53:48.111857 | 198.51.100.203 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=4 | mode=lockdown
2025-11-12T22:53:48.226027 | 198.51.100.179 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=3 | mode=lockdown
2025-11-12T22:53:48.340476 | 198.51.100.182 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=4 | mode=lockdown
2025-11-12T22:53:48.454213 | 198.51.100.73 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=4 | mode=lockdown
2025-11-12T22:53:48.569005 | 198.51.100.63 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=4 | mode=lockdown
2025-11-12T22:53:48.586759 | 198.51.100.224 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=3 | mode=lockdown
2025-11-12T22:53:48.701485 | 198.51.100.211 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=2 | mode=lockdown
2025-11-12T22:53:48.815951 | 198.51.100.214 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=2 | mode=lockdown
2025-11-12T22:53:48.930089 | 198.51.100.18 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=3 | mode=lockdown
2025-11-12T22:53:49.044236 | 198.51.100.83 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=3 | mode=lockdown
2025-11-12T22:53:49.158591 | 198.51.100.245 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=3 | mode=lockdown
2025-11-12T22:53:49.274039 | 198.51.100.82 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=2 | mode=lockdown
2025-11-12T22:53:49.288181 | 198.51.100.228 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=4 | mode=lockdown
2025-11-12T22:53:49.403300 | 198.51.100.232 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=4 | mode=lockdown
2025-11-12T22:53:49.517835 | 198.51.100.114 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=2 | mode=lockdown
2025-11-12T22:53:49.632573 | 198.51.100.167 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=3 | mode=lockdown
2025-11-12T22:53:49.752342 | 198.51.100.208 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=4 | mode=lockdown
2025-11-12T22:53:49.875966 | 198.51.100.132 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=2 | mode=lockdown
2025-11-12T22:53:49.896484 | 198.51.100.29 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=3 | mode=lockdown
2025-11-12T22:53:50.024509 | 198.51.100.26 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=4 | mode=lockdown
2025-11-12T22:53:50.146152 | 198.51.100.116 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=3 | mode=lockdown
2025-11-12T22:53:50.266764 | 198.51.100.127 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=3 | mode=lockdown
2025-11-12T22:53:50.286561 | 198.51.100.224 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=5 | mode=lockdown
2025-11-12T22:53:50.405930 | 198.51.100.7 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=2 | mode=lockdown
2025-11-12T22:53:50.524994 | 198.51.100.5 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=3 | mode=lockdown
2025-11-12T22:53:50.645647 | 198.51.100.160 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=5 | mode=lockdown
2025-11-12T22:53:50.764567 | 198.51.100.94 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=4 | mode=lockdown
2025-11-12T22:53:50.887374 | 198.51.100.137 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=5 | mode=lockdown
2025-11-12T22:53:50.905330 | 198.51.100.108 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=2 | mode=lockdown
2025-11-12T22:53:51.024940 | 198.51.100.148 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=5 | mode=lockdown
2025-11-12T22:53:51.144164 | 198.51.100.59 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=2 | mode=lockdown
2025-11-12T22:53:51.262723 | 198.51.100.167 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=4 | mode=lockdown
2025-11-12T22:53:51.382365 | 198.51.100.134 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=2 | mode=lockdown
2025-11-12T22:53:51.405895 | 198.51.100.90 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=5 | mode=lockdown
2025-11-12T22:53:51.527621 | 198.51.100.143 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=4 | mode=lockdown
2025-11-12T22:53:51.649018 | 198.51.100.215 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=4 | mode=lockdown
2025-11-12T22:53:51.769593 | 198.51.100.110 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=2 | mode=lockdown
2025-11-12T22:53:51.890704 | 198.51.100.98 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=4 | mode=lockdown
2025-11-12T22:53:51.914418 | 198.51.100.33 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=3 | mode=lockdown
2025-11-12T22:53:52.034441 | 198.51.100.133 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=3 | mode=lockdown
2025-11-12T22:53:52.154552 | 198.51.100.234 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=3 | mode=lockdown
2025-11-12T22:53:52.277810 | 198.51.100.192 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=3 | mode=lockdown
2025-11-12T22:53:52.296969 | 198.51.100.205 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=4 | mode=lockdown
2025-11-12T22:53:52.416165 | 198.51.100.166 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=5 | mode=lockdown
2025-11-12T22:53:52.537351 | 198.51.100.170 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=3 | mode=lockdown
2025-11-12T22:53:52.656714 | 198.51.100.55 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=4 | mode=lockdown
2025-11-12T22:53:52.777571 | 198.51.100.170 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=4 | mode=lockdown
2025-11-12T22:53:52.798030 | 198.51.100.119 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=4 | mode=lockdown
2025-11-12T22:53:52.917367 | 198.51.100.37 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=2 | mode=lockdown
2025-11-12T22:53:53.039309 | 198.51.100.117 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=4 | mode=lockdown
2025-11-12T22:53:53.182173 | 198.51.100.83 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=4 | mode=lockdown
2025-11-12T22:53:53.235175 | 198.51.100.148 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=4 | mode=lockdown
2025-11-12T22:53:53.376375 | 198.51.100.95 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=4 | mode=lockdown
2025-11-12T22:53:53.499801 | 198.51.100.246 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=4 | mode=lockdown
2025-11-12T22:53:53.521828 | 198.51.100.197 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=5 | mode=lockdown
2025-11-12T22:53:53.638173 | 198.51.100.109 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=3 | mode=lockdown
2025-11-12T22:53:53.753344 | 198.51.100.38 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=5 | mode=lockdown
2025-11-12T22:53:53.868180 | 198.51.100.135 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=3 | mode=lockdown
2025-11-12T22:53:53.982613 | 198.51.100.70 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=4 | mode=lockdown
2025-11-12T22:53:54.099770 | 198.51.100.141 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=5 | mode=lockdown
2025-11-12T22:53:54.128236 | 198.51.100.152 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=2 | mode=lockdown
2025-11-12T22:53:54.260135 | 198.51.100.136 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=4 | mode=lockdown
2025-11-12T22:53:54.395553 | 198.51.100.230 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=3 | mode=lockdown
2025-11-12T22:53:54.454911 | 198.51.100.117 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=3 | mode=lockdown
2025-11-12T22:53:54.577632 | 198.51.100.238 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=2 | mode=lockdown
2025-11-12T22:53:54.693320 | 198.51.100.98 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=3 | mode=lockdown
2025-11-12T22:53:54.707154 | 198.51.100.249 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=3 | mode=lockdown
2025-11-12T22:53:54.822427 | 198.51.100.65 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=2 | mode=lockdown
2025-11-12T22:53:54.936382 | 198.51.100.249 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=4 | mode=lockdown
2025-11-12T22:53:55.053306 | 198.51.100.30 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=5 | mode=lockdown
2025-11-12T22:53:55.169303 | 198.51.100.40 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=4 | mode=lockdown
2025-11-12T22:53:55.284912 | 198.51.100.44 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=4 | mode=lockdown
2025-11-12T22:53:55.400019 | 198.51.100.204 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=4 | mode=lockdown
2025-11-12T22:53:55.414557 | 198.51.100.235 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=4 | mode=lockdown
2025-11-12T22:53:55.528829 | 198.51.100.75 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=5 | mode=lockdown
2025-11-12T22:53:55.644316 | 198.51.100.195 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=4 | mode=lockdown
2025-11-12T22:53:55.758737 | 198.51.100.249 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=4 | mode=lockdown
2025-11-12T22:53:55.874311 | 198.51.100.163 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=2 | mode=lockdown
2025-11-12T22:53:55.989689 | 198.51.100.91 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=4 | mode=lockdown
2025-11-12T22:53:56.104240 | 198.51.100.119 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=3 | mode=lockdown
2025-11-12T22:53:56.118695 | 198.51.100.177 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=3 | mode=lockdown
2025-11-12T22:53:56.233768 | 198.51.100.190 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=3 | mode=lockdown
2025-11-12T22:53:56.347845 | 198.51.100.245 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=4 | mode=lockdown
2025-11-12T22:53:56.461910 | 198.51.100.239 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=3 | mode=lockdown
2025-11-12T22:53:56.576515 | 198.51.100.231 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=3 | mode=lockdown
2025-11-12T22:53:56.690656 | 198.51.100.201 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=2 | mode=lockdown
2025-11-12T22:53:56.804827 | 198.51.100.213 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=4 | mode=lockdown
2025-11-12T22:53:56.822601 | 198.51.100.203 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=4 | mode=lockdown
2025-11-12T22:53:56.939802 | 198.51.100.131 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=2 | mode=lockdown
2025-11-12T22:53:57.054857 | 198.51.100.170 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=4 | mode=lockdown
2025-11-12T22:53:57.169987 | 198.51.100.102 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=3 | mode=lockdown
2025-11-12T22:53:57.289175 | 198.51.100.59 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=5 | mode=lockdown
2025-11-12T22:53:57.404094 | 198.51.100.103 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=4 | mode=lockdown
2025-11-12T22:53:57.418002 | 198.51.100.49 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=4 | mode=lockdown
2025-11-12T22:53:57.532750 | 198.51.100.66 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=4 | mode=lockdown
2025-11-12T22:53:57.646887 | 198.51.100.117 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=2 | mode=lockdown
2025-11-12T22:53:57.762723 | 198.51.100.187 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=2 | mode=lockdown
2025-11-12T22:53:57.877014 | 198.51.100.150 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=5 | mode=lockdown
2025-11-12T22:53:57.991312 | 198.51.100.60 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=4 | mode=lockdown
2025-11-12T22:53:58.105887 | 198.51.100.120 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=3 | mode=lockdown
2025-11-12T22:53:58.120272 | 198.51.100.219 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=4 | mode=lockdown
2025-11-12T22:53:58.241955 | 198.51.100.203 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=4 | mode=lockdown
2025-11-12T22:53:58.361493 | 198.51.100.93 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=4 | mode=lockdown
2025-11-12T22:53:58.482564 | 198.51.100.200 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=2 | mode=lockdown
2025-11-12T22:53:58.602740 | 198.51.100.105 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=3 | mode=lockdown
2025-11-12T22:53:58.621147 | 198.51.100.42 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=4 | mode=lockdown
2025-11-12T22:53:58.740617 | 198.51.100.52 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=2 | mode=lockdown
2025-11-12T22:53:58.860866 | 198.51.100.182 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=4 | mode=lockdown
2025-11-12T22:53:58.981424 | 198.51.100.16 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=2 | mode=lockdown
2025-11-12T22:53:59.102902 | 198.51.100.3 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=2 | mode=lockdown
2025-11-12T22:53:59.121799 | 198.51.100.6 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=5 | mode=lockdown
2025-11-12T22:53:59.241311 | 198.51.100.30 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=4 | mode=lockdown
2025-11-12T22:53:59.359406 | 198.51.100.10 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=4 | mode=lockdown
2025-11-12T22:53:59.479382 | 198.51.100.125 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=4 | mode=lockdown
2025-11-12T22:53:59.599535 | 198.51.100.154 -> 172.16.0.10 | ET SCAN Potential scan detected (NMAP) | risk=3 | mode=lockdown
2025-11-12T22:53:59.718273 | 198.51.100.100 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=4 | mode=lockdown
2025-11-12T22:53:59.739072 | 198.51.100.214 -> 172.16.0.10 | ET DOS Possible DDoS amplification | risk=3 | mode=lockdown
2025-11-12T22:53:59.864057 | 198.51.100.186 -> 172.16.0.10 | ET EXPLOIT Possible buffer overflow | risk=4 | mode=lockdown
2025-11-12T22:53:59.984779 | 198.51.100.35 -> 172.16.0.10 | ET BRUTEFORCE SSH Brute force attempt | risk=2 | mode=lockdown
